Variable,Value
makam,nihavent
form,sarki
usul,aksak
title,koklasam_saclarini
composer,artaki_candan
filename,nihavent--sarki--aksak--koklasam_saclarini--artaki_candan.txt
note_count,466
unique_note_count,20
minimum_koma53,-1
maximum_koma53,380
mean_koma53,329.5
median_koma53,327.0
std_koma53,36.50489729997498
koma53_range,381
total_unit_duration,49.625
minimum_unit_duration,0.041666666666666664
maximum_unit_duration,0.625
mean_unit_duration,0.10649141630901288
median_unit_duration,0.0625
std_unit_duration,0.08010198650204615
most_common_note,D5
most_common_note_count,94
