Variable,Value
makam,ruhnevaz
form,beste
usul,agirduyek
title,
composer,AYKE148
filename,ruhnevaz--beste--agirduyek----AYKE148.txt
note_count,560
unique_note_count,15
minimum_koma53,-1
maximum_koma53,367
mean_koma53,295.5875
median_koma53,314.0
std_koma53,84.09354311562107
koma53_range,368
total_unit_duration,144.0
minimum_unit_duration,0.125
maximum_unit_duration,0.75
mean_unit_duration,0.2571428571428571
median_unit_duration,0.25
std_unit_duration,0.1512259299224501
most_common_note,B4
most_common_note_count,75
