Variable,Value
makam,hicazkar
form,aranagme
usul,aksak
title,1
composer,muallim_ismail_hakki_bey
filename,hicazkar--aranagme--aksak--1--muallim_ismail_hakki_bey.txt
note_count,436
unique_note_count,14
minimum_koma53,-1
maximum_koma53,362
mean_koma53,316.51605504587155
median_koma53,327.0
std_koma53,66.26819225587288
koma53_range,363
total_unit_duration,40.625
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.09317660550458716
median_unit_duration,0.0625
std_unit_duration,0.04593412077573073
most_common_note,G5
most_common_note_count,69
