Variable,Value
makam,nihavent
form,sarki
usul,duyek
title,doymadim_sana
composer,nevzat_akay
filename,nihavent--sarki--duyek--doymadim_sana--nevzat_akay.txt
note_count,334
unique_note_count,14
minimum_koma53,-1
maximum_koma53,362
mean_koma53,301.1497005988024
median_koma53,331.0
std_koma53,99.87728980067546
koma53_range,363
total_unit_duration,42.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.875
mean_unit_duration,0.12612275449101795
median_unit_duration,0.125
std_unit_duration,0.1252215355246723
most_common_note,D5
most_common_note_count,52
