Variable,Value
makam,buselik
form,mehter
usul,yuruksemai_ii
title,
composer,zurnazen_ibrahim_aga
filename,buselik--mehter--yuruksemai_ii----zurnazen_ibrahim_aga.txt
note_count,253
unique_note_count,12
minimum_koma53,296
maximum_koma53,371
mean_koma53,321.098814229249
median_koma53,318.0
std_koma53,14.397217770831595
koma53_range,75
total_unit_duration,39.0
minimum_unit_duration,0.125
maximum_unit_duration,0.375
mean_unit_duration,0.1541501976284585
median_unit_duration,0.125
std_unit_duration,0.05636623062016714
most_common_note,C5
most_common_note_count,51
