Variable,Value
makam,huseyni
form,sazsemaisi
usul,aksaksemai
title,
composer,neyzen_rasid_efendi
filename,huseyni--sazsemaisi--aksaksemai----neyzen_rasid_efendi.txt
note_count,1111
unique_note_count,18
minimum_koma53,-1
maximum_koma53,380
mean_koma53,321.1809180918092
median_koma53,327.0
std_koma53,54.284989011227964
koma53_range,381
total_unit_duration,105.625
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.09507200720072007
median_unit_duration,0.0625
std_unit_duration,0.05582567237550951
most_common_note,E5
most_common_note_count,218
