Variable,Value
makam,beyati
form,sarki
usul,senginsemai
title,bir_boyle
composer,fehmi_tokay
filename,beyati--sarki--senginsemai--bir_boyle--fehmi_tokay.txt
note_count,229
unique_note_count,12
minimum_koma53,-1
maximum_koma53,362
mean_koma53,314.82096069868993
median_koma53,327.0
std_koma53,65.39648507738409
koma53_range,363
total_unit_duration,33.25
minimum_unit_duration,0.03125
maximum_unit_duration,1.25
mean_unit_duration,0.14519650655021835
median_unit_duration,0.125
std_unit_duration,0.12362783988552023
most_common_note,D5
most_common_note_count,46
