Variable,Value
makam,hisarbuselik
form,sarki
usul,aksak
title,guller_ki
composer,zeki_atkosar
filename,hisarbuselik--sarki--aksak--guller_ki--zeki_atkosar.txt
note_count,338
unique_note_count,21
minimum_koma53,-1
maximum_koma53,380
mean_koma53,322.81065088757396
median_koma53,336.0
std_koma53,61.690668023914355
koma53_range,381
total_unit_duration,44.375
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.1312869822485207
median_unit_duration,0.125
std_unit_duration,0.07448044896552725
most_common_note,E5
most_common_note_count,55
