Variable,Value
makam,saba
form,turku
usul,sofyan
title,bir_dalda
composer,istanbul
filename,saba--turku--sofyan--bir_dalda--istanbul.txt
note_count,649
unique_note_count,5
minimum_koma53,-1
maximum_koma53,324
mean_koma53,309.346687211094
median_koma53,318.0
std_koma53,41.420103728340884
koma53_range,325
total_unit_duration,56.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.08667180277349769
median_unit_duration,0.0625
std_unit_duration,0.060785018154842226
most_common_note,C5
most_common_note_count,210
