Variable,Value
makam,huseyni_gulizar
form,ilahi
usul,sofyan
title,cun_sana
composer,hafiz_post
filename,huseyni_gulizar--ilahi--sofyan--cun_sana--hafiz_post.txt
note_count,301
unique_note_count,10
minimum_koma53,-1
maximum_koma53,358
mean_koma53,323.37541528239205
median_koma53,327.0
std_koma53,51.76963647007416
koma53_range,359
total_unit_duration,52.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.17358803986710963
median_unit_duration,0.125
std_unit_duration,0.06904165208875779
most_common_note,E5
most_common_note_count,74
