Variable,Value
makam,muhayyerkurdi
form,turku
usul,ciftesofyan
title,sendeki_kaslar
composer,
filename,muhayyerkurdi--turku--ciftesofyan--sendeki_kaslar--.txt
note_count,279
unique_note_count,11
minimum_koma53,-1
maximum_koma53,380
mean_koma53,332.5304659498208
median_koma53,340.0
std_koma53,48.92813299098535
koma53_range,381
total_unit_duration,45.125
minimum_unit_duration,0.0625
maximum_unit_duration,1.125
mean_unit_duration,0.1617383512544803
median_unit_duration,0.125
std_unit_duration,0.1766016826512632
most_common_note,A5
most_common_note_count,64
