Variable,Value
makam,gerdaniye
form,turku
usul,aksak
title,bugun_benim
composer,rumeli_uskup
filename,gerdaniye--turku--aksak--bugun_benim--rumeli_uskup.txt
note_count,416
unique_note_count,11
minimum_koma53,0
maximum_koma53,358
mean_koma53,328.56009615384613
median_koma53,327.0
std_koma53,22.366094046173963
koma53_range,358
total_unit_duration,53.75
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.12920673076923078
median_unit_duration,0.125
std_unit_duration,0.07590539008360478
most_common_note,D5
most_common_note_count,66
