Variable,Value
makam,huseyni
form,turku
usul,kapali_curcuna
title,havada_bulut
composer,
filename,huseyni--turku--kapali_curcuna--havada_bulut--.txt
note_count,465
unique_note_count,7
minimum_koma53,-1
maximum_koma53,349
mean_koma53,313.16129032258067
median_koma53,318.0
std_koma53,54.4618045377115
koma53_range,350
total_unit_duration,72.625
minimum_unit_duration,0.0625
maximum_unit_duration,1.25
mean_unit_duration,0.15618279569892474
median_unit_duration,0.125
std_unit_duration,0.13659359919595485
most_common_note,D5
most_common_note_count,120
