Variable,Value
makam,hicaz_uzzal
form,sarki
usul,duyek
title,aci_nedir
composer,erol_sayan
filename,hicaz_uzzal--sarki--duyek--aci_nedir--erol_sayan.txt
note_count,462
unique_note_count,12
minimum_koma53,-1
maximum_koma53,371
mean_koma53,316.35714285714283
median_koma53,336.0
std_koma53,74.37525874730065
koma53_range,372
total_unit_duration,88.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.19074675324675325
median_unit_duration,0.125
std_unit_duration,0.11976402476194495
most_common_note,E5
most_common_note_count,86
