Variable,Value
makam,nihavent
form,sarki
usul,duyek
title,sevgilim_de_sen
composer,erol_sayan
filename,nihavent--sarki--duyek--sevgilim_de_sen--erol_sayan.txt
note_count,608
unique_note_count,11
minimum_koma53,-1
maximum_koma53,349
mean_koma53,302.95394736842104
median_koma53,318.0
std_koma53,68.43295051259182
koma53_range,350
total_unit_duration,79.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.13013980263157895
median_unit_duration,0.125
std_unit_duration,0.06496815994685595
most_common_note,D5
most_common_note_count,109
