Variable,Value
makam,zavil
form,kupe
usul,devrirevan
title,sanma_ki_mihr-i
composer,ahmet_avni_konuk
filename,zavil--kupe--devrirevan--sanma_ki_mihr-i--ahmet_avni_konuk.txt
note_count,126
unique_note_count,18
minimum_koma53,-1
maximum_koma53,371
mean_koma53,315.1111111111111
median_koma53,336.0
std_koma53,79.64754582255222
koma53_range,372
total_unit_duration,14.0
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.1111111111111111
median_unit_duration,0.125
std_unit_duration,0.06818581638108878
most_common_note,G5
most_common_note_count,19
