Variable,Value
makam,hicaz
form,turku
usul,turkaksagi
title,mayadagdan_kalkan
composer,
filename,hicaz--turku--turkaksagi--mayadagdan_kalkan--.txt
note_count,451
unique_note_count,9
minimum_koma53,-1
maximum_koma53,336
mean_koma53,305.44567627494456
median_koma53,305.0
std_koma53,40.140016582755145
koma53_range,337
total_unit_duration,71.375
minimum_unit_duration,0.125
maximum_unit_duration,0.625
mean_unit_duration,0.15825942350332595
median_unit_duration,0.125
std_unit_duration,0.08499815223416606
most_common_note,A4
most_common_note_count,170
