Variable,Value
makam,ussak
form,turku
usul,s-turkaksagi
title,carsamba_dedikleri
composer,samsun
filename,ussak--turku--s-turkaksagi--carsamba_dedikleri--samsun.txt
note_count,204
unique_note_count,7
minimum_koma53,-1
maximum_koma53,340
mean_koma53,298.6078431372549
median_koma53,318.0
std_koma53,81.9839173057915
koma53_range,341
total_unit_duration,21.0
minimum_unit_duration,0.03125
maximum_unit_duration,1.25
mean_unit_duration,0.10294117647058823
median_unit_duration,0.0625
std_unit_duration,0.11283033699494276
most_common_note,D5
most_common_note_count,64
