Variable,Value
makam,kurdilihicazkar
form,aranagme
usul,semai
title,1
composer,
filename,kurdilihicazkar--aranagme--semai--1--.txt
note_count,72
unique_note_count,10
minimum_koma53,-1
maximum_koma53,362
mean_koma53,329.8888888888889
median_koma53,331.0
std_koma53,42.432234476771384
koma53_range,363
total_unit_duration,12.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.16666666666666666
median_unit_duration,0.08333333333333333
std_unit_duration,0.1647483498531707
most_common_note,D5
most_common_note_count,13
