Variable,Value
makam,nihavent
form,sarki
usul,duyek
title,sen_benim
composer,emin_ongan
filename,nihavent--sarki--duyek--sen_benim--emin_ongan.txt
note_count,531
unique_note_count,14
minimum_koma53,-1
maximum_koma53,380
mean_koma53,288.45197740112997
median_koma53,327.0
std_koma53,111.17295318406998
koma53_range,381
total_unit_duration,132.125
minimum_unit_duration,0.125
maximum_unit_duration,1.0
mean_unit_duration,0.24882297551789076
median_unit_duration,0.25
std_unit_duration,0.20264705519835108
most_common_note,D5
most_common_note_count,117
