Variable,Value
makam,muhayyerkurdi
form,mars
usul,semai
title,tuna_nehri
composer,rumeli
filename,muhayyerkurdi--mars--semai--tuna_nehri--rumeli.txt
note_count,222
unique_note_count,9
minimum_koma53,-1
maximum_koma53,362
mean_koma53,326.009009009009
median_koma53,349.0
std_koma53,76.40005395457756
koma53_range,363
total_unit_duration,37.75
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.17004504504504506
median_unit_duration,0.125
std_unit_duration,0.13692319658358715
most_common_note,A5
most_common_note_count,64
