Variable,Value
makam,isfahan
form,beste
usul,zencir
title,gel_ey
composer,itri
filename,isfahan--beste--zencir--gel_ey--itri.txt
note_count,666
unique_note_count,19
minimum_koma53,-1
maximum_koma53,371
mean_koma53,308.74624624624624
median_koma53,327.0
std_koma53,80.57578616876916
koma53_range,372
total_unit_duration,90.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.13551051051051052
median_unit_duration,0.125
std_unit_duration,0.07737336417235591
most_common_note,D5
most_common_note_count,156
