Variable,Value
makam,beyati
form,sarki
usul,agiraksak
title,bulbul-u_seydaya
composer,serif_icli
filename,beyati--sarki--agiraksak--bulbul-u_seydaya--serif_icli.txt
note_count,661
unique_note_count,13
minimum_koma53,-1
maximum_koma53,362
mean_koma53,324.87745839636915
median_koma53,327.0
std_koma53,31.915254121684125
koma53_range,363
total_unit_duration,71.875
minimum_unit_duration,0.041666666666666664
maximum_unit_duration,0.5
mean_unit_duration,0.10873676248108925
median_unit_duration,0.0625
std_unit_duration,0.07887869663499723
most_common_note,D5
most_common_note_count,145
