Variable,Value
makam,kurdilihicazkar
form,sarki
usul,semai
title,acmam_acamam
composer,lemi_atli
filename,kurdilihicazkar--sarki--semai--acmam_acamam--lemi_atli.txt
note_count,223
unique_note_count,21
minimum_koma53,291
maximum_koma53,380
mean_koma53,336.5112107623318
median_koma53,340.0
std_koma53,19.91284184010592
koma53_range,89
total_unit_duration,67.5
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.30269058295964124
median_unit_duration,0.125
std_unit_duration,0.23919156398228025
most_common_note,G5
most_common_note_count,39
