Variable,Value
makam,neveser
form,nakis_agirsemai
usul,aksaksemai
title,heva-yi_aski
composer,muallim_ismail_hakki_bey
filename,neveser--nakis_agirsemai--aksaksemai--heva-yi_aski--muallim_ismail_hakki_bey.txt
note_count,287
unique_note_count,14
minimum_koma53,-1
maximum_koma53,358
mean_koma53,320.4773519163763
median_koma53,327.0
std_koma53,49.548295391263636
koma53_range,359
total_unit_duration,30.0
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.10452961672473868
median_unit_duration,0.0625
std_unit_duration,0.0715077087615276
most_common_note,D5
most_common_note_count,58
