Variable,Value
makam,hicazkar
form,sarki
usul,sofyan
title,ben_sozune
composer,numan_aga
filename,hicazkar--sarki--sofyan--ben_sozune--numan_aga.txt
note_count,274
unique_note_count,12
minimum_koma53,-1
maximum_koma53,366
mean_koma53,317.88321167883214
median_koma53,327.0
std_koma53,58.4097018502356
koma53_range,367
total_unit_duration,24.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.0885036496350365
median_unit_duration,0.0625
std_unit_duration,0.07142836254347683
most_common_note,D5
most_common_note_count,55
