Variable,Value
makam,ussak
form,kanto
usul,sofyan
title,telgirafin_tellerine
composer,
filename,ussak--kanto--sofyan--telgirafin_tellerine--.txt
note_count,221
unique_note_count,6
minimum_koma53,-1
maximum_koma53,336
mean_koma53,293.63800904977376
median_koma53,312.0
std_koma53,80.14353716142914
koma53_range,337
total_unit_duration,20.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.0916289592760181
median_unit_duration,0.0625
std_unit_duration,0.06376496525453433
most_common_note,B4b1
most_common_note_count,56
