Variable,Value
makam,hicazkar
form,zeybek
usul,oynak
title,
composer,mutlu_torun
filename,hicazkar--zeybek--oynak----mutlu_torun.txt
note_count,489
unique_note_count,24
minimum_koma53,-1
maximum_koma53,380
mean_koma53,324.07361963190186
median_koma53,327.0
std_koma53,35.39922633026396
koma53_range,381
total_unit_duration,63.25
minimum_unit_duration,0.020833333333333332
maximum_unit_duration,0.5
mean_unit_duration,0.12934560327198363
median_unit_duration,0.125
std_unit_duration,0.09440809512409289
most_common_note,D5
most_common_note_count,98
