Variable,Value
makam,rast
form,sarki
usul,duyek
title,belki_bir_sabah
composer,sekip_ayhan_ozisik
filename,rast--sarki--duyek--belki_bir_sabah--sekip_ayhan_ozisik.txt
note_count,488
unique_note_count,19
minimum_koma53,-1
maximum_koma53,371
mean_koma53,304.3196721311475
median_koma53,318.0
std_koma53,72.19569189663865
koma53_range,372
total_unit_duration,66.125
minimum_unit_duration,0.03125
maximum_unit_duration,1.0
mean_unit_duration,0.13550204918032788
median_unit_duration,0.125
std_unit_duration,0.13846327319740664
most_common_note,D5
most_common_note_count,73
