Variable,Value
makam,nihavent
form,sarki
usul,senginsemai
title,bir_asik-i
composer,afet_misirliyan
filename,nihavent--sarki--senginsemai--bir_asik-i--afet_misirliyan.txt
note_count,338
unique_note_count,14
minimum_koma53,0
maximum_koma53,362
mean_koma53,323.93491124260356
median_koma53,327.0
std_koma53,24.986083250952973
koma53_range,362
total_unit_duration,54.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.16050295857988164
median_unit_duration,0.0625
std_unit_duration,0.1297741361008286
most_common_note,D5
most_common_note_count,74
