Variable,Value
makam,acemasiran
form,sarki
usul,aksak
title,gordum_seni
composer,irfan_dogrusoz
filename,acemasiran--sarki--aksak--gordum_seni--irfan_dogrusoz.txt
note_count,459
unique_note_count,15
minimum_koma53,-1
maximum_koma53,358
mean_koma53,300.7494553376906
median_koma53,318.0
std_koma53,81.59849765511429
koma53_range,359
total_unit_duration,81.75
minimum_unit_duration,0.0625
maximum_unit_duration,1.125
mean_unit_duration,0.1781045751633987
median_unit_duration,0.125
std_unit_duration,0.17914013128947634
most_common_note,C5
most_common_note_count,73
