Variable,Value
makam,hicazkar
form,sarki
usul,agiraksak
title,bana_hem-dem
composer,nikogos_aga
filename,hicazkar--sarki--agiraksak--bana_hem-dem--nikogos_aga.txt
note_count,312
unique_note_count,17
minimum_koma53,-1
maximum_koma53,371
mean_koma53,318.0416666666667
median_koma53,332.0
std_koma53,66.51809845668828
koma53_range,372
total_unit_duration,45.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.1450320512820513
median_unit_duration,0.125
std_unit_duration,0.10572612467533996
most_common_note,G5
most_common_note_count,48
