Variable,Value
makam,mahur
form,sarki
usul,senginsemai
title,hala_kanayan
composer,yorgo_bacanos
filename,mahur--sarki--senginsemai--hala_kanayan--yorgo_bacanos.txt
note_count,542
unique_note_count,17
minimum_koma53,-1
maximum_koma53,371
mean_koma53,326.0940959409594
median_koma53,336.0
std_koma53,61.81775434701861
koma53_range,372
total_unit_duration,60.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.11116236162361623
median_unit_duration,0.0625
std_unit_duration,0.09990868254014663
most_common_note,G5
most_common_note_count,83
