Variable,Value
makam,huseyni
form,turku
usul,aksak
title,yuksek_yuksek
composer,
filename,huseyni--turku--aksak--yuksek_yuksek--.txt
note_count,497
unique_note_count,9
minimum_koma53,-1
maximum_koma53,349
mean_koma53,292.1368209255533
median_koma53,327.0
std_koma53,97.92235543483096
koma53_range,350
total_unit_duration,90.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.1813380281690141
median_unit_duration,0.125
std_unit_duration,0.14032138522602036
most_common_note,D5
most_common_note_count,100
