Variable,Value
makam,mahur
form,sarki
usul,kapali_curcuna
title,esir_ettin
composer,rahmi_bey
filename,mahur--sarki--kapali_curcuna--esir_ettin--rahmi_bey.txt
note_count,424
unique_note_count,21
minimum_koma53,-1
maximum_koma53,380
mean_koma53,305.35141509433964
median_koma53,327.0
std_koma53,88.20847108705168
koma53_range,381
total_unit_duration,79.5
minimum_unit_duration,0.125
maximum_unit_duration,1.25
mean_unit_duration,0.1875
median_unit_duration,0.125
std_unit_duration,0.14912074850916557
most_common_note,D5
most_common_note_count,64
