Variable,Value
makam,acemasiran
form,sarki
usul,devrihindi
title,ey_gul-i_rana
composer,neveser_kokdes
filename,acemasiran--sarki--devrihindi--ey_gul-i_rana--neveser_kokdes.txt
note_count,309
unique_note_count,21
minimum_koma53,-1
maximum_koma53,393
mean_koma53,309.21035598705504
median_koma53,318.0
std_koma53,63.76344591741002
koma53_range,394
total_unit_duration,47.875
minimum_unit_duration,0.03125
maximum_unit_duration,0.875
mean_unit_duration,0.15493527508090615
median_unit_duration,0.125
std_unit_duration,0.13570782997036315
most_common_note,F5
most_common_note_count,36
