Variable,Value
makam,kurdi
form,turku
usul,sofyan
title,dalda_cikmis
composer,
filename,kurdi--turku--sofyan--dalda_cikmis--.txt
note_count,242
unique_note_count,10
minimum_koma53,-1
maximum_koma53,349
mean_koma53,295.75206611570246
median_koma53,309.0
std_koma53,72.0285536962993
koma53_range,350
total_unit_duration,30.25
minimum_unit_duration,0.0
maximum_unit_duration,0.25
mean_unit_duration,0.125
median_unit_duration,0.125
std_unit_duration,0.06497934957637921
most_common_note,A4
most_common_note_count,51
