Variable,Value
makam,nihavent
form,sarki
usul,duyek
title,sevil_neselen
composer,sadettin_oktenay
filename,nihavent--sarki--duyek--sevil_neselen--sadettin_oktenay.txt
note_count,413
unique_note_count,12
minimum_koma53,-1
maximum_koma53,371
mean_koma53,282.8329297820823
median_koma53,327.0
std_koma53,114.86234344694391
koma53_range,372
total_unit_duration,112.125
minimum_unit_duration,0.125
maximum_unit_duration,1.0
mean_unit_duration,0.27148910411622273
median_unit_duration,0.25
std_unit_duration,0.23245424020387012
most_common_note,D5
most_common_note_count,58
