Variable,Value
makam,hicaz_uzzal
form,sarki
usul,semai
title,nasil_gecti
composer,teoman_alpay
filename,hicaz_uzzal--sarki--semai--nasil_gecti--teoman_alpay.txt
note_count,294
unique_note_count,12
minimum_koma53,-1
maximum_koma53,367
mean_koma53,300.3673469387755
median_koma53,327.0
std_koma53,97.09153217226724
koma53_range,368
total_unit_duration,96.25
minimum_unit_duration,0.125
maximum_unit_duration,1.25
mean_unit_duration,0.3273809523809524
median_unit_duration,0.25
std_unit_duration,0.25976382902830186
most_common_note,E5
most_common_note_count,55
