Variable,Value
makam,hicaz
form,ilahi
usul,sofyan
title,ben_bu
composer,ahmet_hatipoglu
filename,hicaz--ilahi--sofyan--ben_bu--ahmet_hatipoglu.txt
note_count,227
unique_note_count,26
minimum_koma53,-1
maximum_koma53,360
mean_koma53,296.5947136563877
median_koma53,323.0
std_koma53,86.44387185208953
koma53_range,361
total_unit_duration,67.25
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.29625550660792954
median_unit_duration,0.25
std_unit_duration,0.21000887234330345
most_common_note,A4
most_common_note_count,55
