Variable,Value
makam,mahur
form,sarki
usul,aksak
title,cektikce_sineye
composer,selahattin_icli
filename,mahur--sarki--aksak--cektikce_sineye--selahattin_icli.txt
note_count,300
unique_note_count,15
minimum_koma53,-1
maximum_koma53,380
mean_koma53,312.80333333333334
median_koma53,349.0
std_koma53,102.76653732059432
koma53_range,381
total_unit_duration,71.5
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.23833333333333334
median_unit_duration,0.125
std_unit_duration,0.22651924225680597
most_common_note,A5
most_common_note_count,49
