Variable,Value
makam,hicaz
form,sarki
usul,aksak
title,bana_yardan
composer,sadettin_kaynak
filename,hicaz--sarki--aksak--bana_yardan--sadettin_kaynak.txt
note_count,316
unique_note_count,14
minimum_koma53,-1
maximum_koma53,358
mean_koma53,298.2753164556962
median_koma53,322.0
std_koma53,85.18061198787959
koma53_range,359
total_unit_duration,40.625
minimum_unit_duration,0.0625
maximum_unit_duration,0.875
mean_unit_duration,0.12856012658227847
median_unit_duration,0.125
std_unit_duration,0.10802237213306218
most_common_note,B4b4
most_common_note_count,60
