Variable,Value
makam,huzzam
form,sarki
usul,duyek
title,zamanla_belki
composer,yesari_asim_arsoy
filename,huzzam--sarki--duyek--zamanla_belki--yesari_asim_arsoy.txt
note_count,425
unique_note_count,15
minimum_koma53,0
maximum_koma53,371
mean_koma53,334.1341176470588
median_koma53,333.0
std_koma53,20.81462177093926
koma53_range,371
total_unit_duration,66.125
minimum_unit_duration,0.03125
maximum_unit_duration,1.0
mean_unit_duration,0.15558823529411764
median_unit_duration,0.125
std_unit_duration,0.19496023310147698
most_common_note,D5
most_common_note_count,101
