Variable,Value
makam,rast
form,sarki
usul,semai
title,gecsin_gunler
composer,erol_sayan
filename,rast--sarki--semai--gecsin_gunler--erol_sayan.txt
note_count,439
unique_note_count,13
minimum_koma53,-1
maximum_koma53,349
mean_koma53,304.43052391799546
median_koma53,313.0
std_koma53,55.85866932096895
koma53_range,350
total_unit_duration,173.5
minimum_unit_duration,0.125
maximum_unit_duration,1.75
mean_unit_duration,0.3952164009111617
median_unit_duration,0.25
std_unit_duration,0.37763142029419333
most_common_note,B4b1
most_common_note_count,81
