Variable,Value
makam,yegah
form,sarki
usul,aksak
title,dilerim_buse
composer,huseyin_sadettin_arel
filename,yegah--sarki--aksak--dilerim_buse--huseyin_sadettin_arel.txt
note_count,356
unique_note_count,25
minimum_koma53,-1
maximum_koma53,380
mean_koma53,304.6573033707865
median_koma53,321.0
std_koma53,72.11724005193007
koma53_range,381
total_unit_duration,53.375
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.14992977528089887
median_unit_duration,0.125
std_unit_duration,0.06953058389551153
most_common_note,D5
most_common_note_count,57
