Variable,Value
makam,tahirbuselik
form,kupe
usul,agiraksak
title,bak
composer,ahmet_avni_konuk
filename,tahirbuselik--kupe--agiraksak--bak--ahmet_avni_konuk.txt
note_count,104
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,309.97115384615387
median_koma53,336.0
std_koma53,91.7233553523982
koma53_range,372
total_unit_duration,18.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.17307692307692307
median_unit_duration,0.125
std_unit_duration,0.10239500351012584
most_common_note,E5
most_common_note_count,16
