Variable,Value
makam,saba
form,aranagme
usul,senginsemai
title,1
composer,
filename,saba--aranagme--senginsemai--1--.txt
note_count,91
unique_note_count,10
minimum_koma53,0
maximum_koma53,371
mean_koma53,329.4065934065934
median_koma53,336.0
std_koma53,39.59292249379315
koma53_range,371
total_unit_duration,12.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.1346153846153846
median_unit_duration,0.125
std_unit_duration,0.10902148302368558
most_common_note,C5
most_common_note_count,16
