Variable,Value
makam,suzidilara
form,yuruksemai
usul,yuruksemai
title,ab_u_tab
composer,iii_selim
filename,suzidilara--yuruksemai--yuruksemai--ab_u_tab--iii_selim.txt
note_count,593
unique_note_count,20
minimum_koma53,-1
maximum_koma53,371
mean_koma53,306.75548060708263
median_koma53,310.0
std_koma53,57.445237504714164
koma53_range,372
total_unit_duration,125.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.21121416526138279
median_unit_duration,0.125
std_unit_duration,0.13081968261625326
most_common_note,A4
most_common_note_count,115
