Variable,Value
makam,gulizar
form,seyir
usul,sofyan
title,1
composer,sefik_gurmeric
filename,gulizar--seyir--sofyan--1--sefik_gurmeric.txt
note_count,67
unique_note_count,12
minimum_koma53,-1
maximum_koma53,367
mean_koma53,318.5223880597015
median_koma53,327.0
std_koma53,58.98211290463926
koma53_range,368
total_unit_duration,12.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.1791044776119403
median_unit_duration,0.125
std_unit_duration,0.11195973090037142
most_common_note,E5
most_common_note_count,11
