Variable,Value
makam,gerdaniye
form,sarki
usul,nimsofyan
title,bahar_olur
composer,yesari_asim_arsoy
filename,gerdaniye--sarki--nimsofyan--bahar_olur--yesari_asim_arsoy.txt
note_count,273
unique_note_count,12
minimum_koma53,0
maximum_koma53,358
mean_koma53,322.65934065934067
median_koma53,327.0
std_koma53,27.43785214709826
koma53_range,358
total_unit_duration,30.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.1108058608058608
median_unit_duration,0.08333333333333333
std_unit_duration,0.06279641116131046
most_common_note,D5
most_common_note_count,44
