Variable,Value
makam,ferahfeza
form,sarki
usul,semai
title,bulbul-i_hos_neva
composer,dede_efendi
filename,ferahfeza--sarki--semai--bulbul-i_hos_neva--dede_efendi.txt
note_count,303
unique_note_count,20
minimum_koma53,0
maximum_koma53,371
mean_koma53,331.58415841584156
median_koma53,336.0
std_koma53,27.65549679864962
koma53_range,371
total_unit_duration,84.25
minimum_unit_duration,0.125
maximum_unit_duration,0.75
mean_unit_duration,0.27805280528052806
median_unit_duration,0.25
std_unit_duration,0.18986358953952392
most_common_note,D5
most_common_note_count,54
