Variable,Value
makam,karcigar
form,sarki
usul,aksak
title,aldin_dil-i
composer,enderuni_ali_bey
filename,karcigar--sarki--aksak--aldin_dil-i--enderuni_ali_bey.txt
note_count,303
unique_note_count,12
minimum_koma53,-1
maximum_koma53,380
mean_koma53,331.5808580858086
median_koma53,343.0
std_koma53,50.50663089955778
koma53_range,381
total_unit_duration,27.0
minimum_unit_duration,0.041666666666666664
maximum_unit_duration,0.25
mean_unit_duration,0.0891089108910891
median_unit_duration,0.0625
std_unit_duration,0.055337273302723665
most_common_note,G5
most_common_note_count,50
