Variable,Value
makam,acemkurdi
form,sarki
usul,yuruksemai
title,bari_felek
composer,nikogos_aga
filename,acemkurdi--sarki--yuruksemai--bari_felek--nikogos_aga.txt
note_count,332
unique_note_count,18
minimum_koma53,-1
maximum_koma53,380
mean_koma53,325.37951807228916
median_koma53,336.0
std_koma53,60.5506499605345
koma53_range,381
total_unit_duration,93.25
minimum_unit_duration,0.125
maximum_unit_duration,1.5
mean_unit_duration,0.2808734939759036
median_unit_duration,0.25
std_unit_duration,0.1964741835300443
most_common_note,A5
most_common_note_count,52
