Variable,Value
makam,kurdi-gerdaniye
form,turku
usul,raksan
title,cikar_gokyuzunde
composer,
filename,kurdi-gerdaniye--turku--raksan--cikar_gokyuzunde--.txt
note_count,81
unique_note_count,8
minimum_koma53,-1
maximum_koma53,358
mean_koma53,319.2345679012346
median_koma53,343.0
std_koma53,75.18797636672673
koma53_range,359
total_unit_duration,11.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.13580246913580246
median_unit_duration,0.125
std_unit_duration,0.08659697162041616
most_common_note,G5
most_common_note_count,36
