Variable,Value
makam,muhayyer
form,sarki
usul,aksak
title,serapa_husn
composer,rahmi_bey
filename,muhayyer--sarki--aksak--serapa_husn--rahmi_bey.txt
note_count,378
unique_note_count,15
minimum_koma53,-1
maximum_koma53,371
mean_koma53,329.76190476190476
median_koma53,336.0
std_koma53,46.329478886222
koma53_range,372
total_unit_duration,40.625
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.10747354497354497
median_unit_duration,0.125
std_unit_duration,0.06126728057966948
most_common_note,A5
most_common_note_count,50
