Variable,Value
makam,ferahnak
form,yuruksemai
usul,yuruksemai_ii
title,sensiz_cihanda
composer,zekai_dede
filename,ferahnak--yuruksemai--yuruksemai_ii--sensiz_cihanda--zekai_dede.txt
note_count,399
unique_note_count,18
minimum_koma53,-1
maximum_koma53,367
mean_koma53,312.5814536340852
median_koma53,318.0
std_koma53,52.88104368104143
koma53_range,368
total_unit_duration,65.75
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.16478696741854637
median_unit_duration,0.125
std_unit_duration,0.12279404655733955
most_common_note,A4
most_common_note_count,54
