Variable,Value
makam,kucek
form,kupe
usul,duyek
title,bezme
composer,ahmet_avni_konuk
filename,kucek--kupe--duyek--bezme--ahmet_avni_konuk.txt
note_count,93
unique_note_count,10
minimum_koma53,-1
maximum_koma53,354
mean_koma53,306.741935483871
median_koma53,318.0
std_koma53,75.28076479677327
koma53_range,355
total_unit_duration,16.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.17204301075268819
median_unit_duration,0.125
std_unit_duration,0.08068149456194948
most_common_note,C5
most_common_note_count,14
