Variable,Value
makam,segah_maye
form,ilahi
usul,devrirevan
title,sem-i_ruhuna
composer,sultan_veled
filename,segah_maye--ilahi--devrirevan--sem-i_ruhuna--sultan_veled.txt
note_count,254
unique_note_count,7
minimum_koma53,-1
maximum_koma53,349
mean_koma53,313.62598425196853
median_koma53,318.0
std_koma53,54.458871180122614
koma53_range,350
total_unit_duration,35.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.13828740157480315
median_unit_duration,0.125
std_unit_duration,0.0801931960605591
most_common_note,B4b1
most_common_note_count,64
