Variable,Value
makam,sehnazbuselik
form,seyir
usul,sofyan
title,1
composer,erol_bingol
filename,sehnazbuselik--seyir--sofyan--1--erol_bingol.txt
note_count,46
unique_note_count,11
minimum_koma53,300
maximum_koma53,371
mean_koma53,340.04347826086956
median_koma53,340.0
std_koma53,21.132341219340276
koma53_range,71
total_unit_duration,8.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.17391304347826086
median_unit_duration,0.125
std_unit_duration,0.11704777297932793
most_common_note,A5
most_common_note_count,7
