Variable,Value
makam,rast
form,fantezi
usul,duyek
title,haydi_biraz
composer,omer_sami_gupgup
filename,rast--fantezi--duyek--haydi_biraz--omer_sami_gupgup.txt
note_count,381
unique_note_count,12
minimum_koma53,-1
maximum_koma53,358
mean_koma53,305.3622047244094
median_koma53,327.0
std_koma53,82.74074945508747
koma53_range,359
total_unit_duration,70.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.18405511811023623
median_unit_duration,0.125
std_unit_duration,0.10690791466096916
most_common_note,E5
most_common_note_count,60
