Variable,Value
makam,sevkutarab
form,seyir
usul,sofyan
title,1
composer,erol_bingol
filename,sevkutarab--seyir--sofyan--1--erol_bingol.txt
note_count,49
unique_note_count,11
minimum_koma53,283
maximum_koma53,340
mean_koma53,313.3673469387755
median_koma53,312.0
std_koma53,12.610666578917463
koma53_range,57
total_unit_duration,8.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.16326530612244897
median_unit_duration,0.125
std_unit_duration,0.0794843473873431
most_common_note,C5
most_common_note_count,13
