Variable,Value
makam,huzzam
form,turku
usul,nimsofyan
title,asker_oldum
composer,
filename,huzzam--turku--nimsofyan--asker_oldum--.txt
note_count,220
unique_note_count,9
minimum_koma53,-1
maximum_koma53,358
mean_koma53,328.1
median_koma53,333.0
std_koma53,35.2010403540738
koma53_range,359
total_unit_duration,20.75
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.09431818181818181
median_unit_duration,0.0625
std_unit_duration,0.057285593002332554
most_common_note,G5
most_common_note_count,40
