Variable,Value
makam,hisarbuselik
form,sarki
usul,aksak
title,aman_ey_suh-i
composer,ii_mahmut
filename,hisarbuselik--sarki--aksak--aman_ey_suh-i--ii_mahmut.txt
note_count,609
unique_note_count,16
minimum_koma53,-1
maximum_koma53,380
mean_koma53,320.2495894909688
median_koma53,327.0
std_koma53,47.55602759400742
koma53_range,381
total_unit_duration,45.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.0740968801313629
median_unit_duration,0.0625
std_unit_duration,0.042943162291787865
most_common_note,E5
most_common_note_count,108
