Variable,Value
makam,huseyni
form,ilahi
usul,agirduyek
title,allah_allah
composer,ali_ufki
filename,huseyni--ilahi--agirduyek--allah_allah--ali_ufki.txt
note_count,169
unique_note_count,9
minimum_koma53,0
maximum_koma53,358
mean_koma53,326.0118343195266
median_koma53,327.0
std_koma53,29.17883858243857
koma53_range,358
total_unit_duration,48.25
minimum_unit_duration,0.25
maximum_unit_duration,0.5
mean_unit_duration,0.28550295857988167
median_unit_duration,0.25
std_unit_duration,0.08752490286853842
most_common_note,E5
most_common_note_count,36
